CreditScore,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,Geography_Germany,Geography_Spain,Gender_Male
-1.5970149253731343,36,4,-0.761480032314815,2,1,0,-0.3636021893836415,0,0,0,0
1.3134328358208955,31,9,-0.761480032314815,1,0,1,0.6511431043829727,0,0,0,1
-0.208955223880597,33,6,-0.24269305062257418,1,0,1,0.7178358333256046,0,0,1,1
0.13432835820895522,65,1,-0.761480032314815,1,1,1,0.78732397640877,1,0,1,0
-0.007462686567164179,40,1,0.2942684291903809,2,0,0,0.7545793227221671,1,1,0,1
-1.1194029850746268,32,1,0.5965195922667562,1,0,1,0.229402592412981,0,1,0,0
0.09701492537313433,29,1,0.6704822716638055,2,1,1,-0.37059097883581404,0,0,1,1
1.0223880597014925,27,6,-0.761480032314815,2,1,0,0.034656660853263,0,0,0,1
0.373134328358209,34,4,0.022376489530589048,1,1,0,0.09455127761266167,0,0,0,1
1.4776119402985075,34,2,-0.761480032314815,2,1,1,0.7268579376845646,0,0,0,0
-0.8134328358208955,36,3,-0.761480032314815,2,0,0,-0.7539103260355149,0,0,0,0
-0.3656716417910448,35,9,0.3793733269907046,1,1,0,0.6402091453178554,0,1,0,0
0.44776119402985076,53,6,0.2940316774184247,2,1,1,0.33041977077309315,0,1,0,1
0.3283582089552239,30,8,-0.761480032314815,2,1,1,0.9751427125594804,0,0,0,0
-0.5597014925373134,32,1,-0.761480032314815,2,1,0,-0.9177260871736123,0,0,0,0
-1.1567164179104477,47,6,-0.761480032314815,1,1,1,-0.10305145885008436,0,0,0,1
-0.5149253731343284,39,8,0.04501942273305859,1,0,0,-0.4810842889324728,0,1,0,1
-0.7910447761194029,34,4,0.5340215116639809,2,1,1,-0.7567101107104646,1,0,0,1
-0.7611940298507462,29,9,0.37679365712075985,2,1,0,0.48065933069076944,0,1,0,1
0.4701492537313433,31,3,0.10484413554422813,1,1,1,-0.0556854363756275,0,0,0,0
-0.41044776119402987,46,4,-0.761480032314815,2,1,0,-0.42207933002756604,1,0,1,0
0.582089552238806,37,5,0.2103854431660997,1,1,0,0.1869953986149726,0,1,0,0
0.29850746268656714,49,6,0.10452402709280093,2,0,1,0.07398476233503945,0,1,0,1
0.007462686567164179,41,8,0.043635968219169076,1,1,0,-0.45260507355520485,0,0,0,1
0.16417910447761194,26,6,0.5410304452437492,1,1,1,0.49982137981583036,0,0,0,1
-0.7388059701492538,37,1,-0.761480032314815,1,1,0,-0.7087620956763344,0,0,0,1
0.05223880597014925,36,6,0.20872818076240648,2,1,0,-0.03416045273654526,0,0,0,1
-0.34328358208955223,65,10,0.2280408422659729,3,0,0,-0.9384679320295503,1,1,0,1
0.06716417910447761,31,3,0.288033051863523,1,1,1,0.6707569447982447,0,0,0,0
0.3208955223880597,31,5,-0.761480032314815,2,0,1,-0.8760892254765057,0,0,1,0
0.9850746268656716,28,2,0.09997724926718189,2,1,1,0.717946214729692,0,1,0,1
-0.39552238805970147,28,7,0.17633134092067132,1,0,0,-0.7013538365605622,0,0,0,1
1.4776119402985075,37,7,0.438321462840783,1,1,1,0.528950381856387,0,0,0,0
-0.6492537313432836,33,8,0.259861079512871,2,1,0,0.05537888912449683,0,1,0,1
-1.4179104477611941,39,4,0.3363609670126907,2,0,0,0.31620852073799544,0,0,0,1
-0.7238805970149254,37,9,0.2175624219314557,1,1,0,-0.40655996887772927,0,0,0,1
-0.12686567164179105,50,7,0.4877235353510664,2,0,0,-0.46381661237590505,1,0,1,1
-0.05970149253731343,37,2,0.6984210960087192,2,1,0,-0.07505310389891054,0,0,0,1
-0.14925373134328357,42,6,-0.29164089190393555,2,0,1,0.4876604186235079,0,1,0,1
-0.9552238805970149,28,7,-0.761480032314815,2,0,1,0.47676233859673584,0,0,0,0
-0.21641791044776118,33,2,-0.13471982754568484,1,1,1,0.039494435890422085,0,1,0,1
-0.6343283582089553,38,6,0.238790720207978,2,0,0,-0.5566945343290867,0,0,0,1
0.08955223880597014,54,8,-0.761480032314815,1,1,1,0.6355140733113952,1,0,0,1
0.3358208955223881,25,4,0.536550415435902,2,1,0,-0.8611572438241109,0,0,0,0
0.0,41,9,0.4875699052303495,1,1,0,0.7946242934885008,0,1,0,1
1.4776119402985075,36,7,0.04388901528184893,1,1,1,-0.1305212840579294,0,1,0,1
-0.022388059701492536,41,0,-0.761480032314815,2,0,1,0.3087132574952443,0,0,0,1
1.0149253731343284,41,6,-0.761480032314815,1,1,1,-0.7584660491423398,0,0,0,0
-0.9626865671641791,36,8,0.479085307727164,2,1,0,0.5601461384740305,0,0,0,1
-1.037313432835821,49,5,0.5828914019151978,1,1,0,0.2645690303677182,0,1,0,0
-0.1417910447761194,59,2,0.05325896413343835,1,1,1,0.03013834138981223,0,0,0,1
-1.3432835820895523,40,4,-0.761480032314815,1,1,0,-0.30532446707748834,0,0,1,1
-0.208955223880597,80,3,-0.761480032314815,1,1,1,-0.34956626892685966,0,0,0,1
0.022388059701492536,27,10,-0.761480032314815,2,1,0,-0.4936973463360119,0,0,0,1
0.14925373134328357,28,4,0.5489510533338597,1,1,1,0.7041173356358257,0,0,0,1
-0.6194029850746269,43,7,-0.761480032314815,2,1,0,-0.4844087410180118,0,0,0,1
0.7910447761194029,61,8,0.2209161181107741,1,1,0,0.8333508874662349,1,1,0,0
-0.373134328358209,49,0,0.7412021882068474,1,0,0,-0.025956044874716182,0,0,0,1
-0.1865671641791045,30,4,-0.13574854611535941,2,1,0,0.3011905513619742,0,1,0,0
-0.06716417910447761,32,2,-0.761480032314815,1,0,0,0.316180976207141,0,0,1,0
0.4626865671641791,33,8,0.19443611399934688,1,0,0,0.6334353251747485,0,0,1,1
-0.1791044776119403,39,1,0.14213449819592325,1,1,1,0.07603088392406918,1,1,0,1
-0.9104477611940298,37,4,-0.761480032314815,2,1,1,0.6571093920624743,0,0,1,1
0.8432835820895522,33,5,-0.09903086892130816,1,1,1,-0.31665523001144347,0,0,1,0
-0.5597014925373134,29,7,-0.761480032314815,2,1,1,-0.4545433547485284,0,0,0,1
0.664179104477612,38,4,0.24143110570441714,1,1,0,-0.42438382134881547,0,1,0,1
0.13432835820895522,57,3,0.6140301356332256,2,1,0,-0.011507363016461478,1,0,1,0
0.41044776119402987,42,10,-0.761480032314815,2,1,1,0.536157596389024,0,0,0,0
0.47761194029850745,31,8,0.09698439976609978,2,1,1,-0.494890908792918,0,0,0,1
0.2462686567164179,43,4,0.0015170288921770763,2,1,0,-0.5715956173195639,0,0,1,1
0.2537313432835821,26,7,-0.761480032314815,2,1,0,-1.002712653497552,0,0,0,1
1.2164179104477613,45,7,-0.761480032314815,1,0,1,-0.48084706038998626,1,0,0,1
0.8283582089552238,35,7,0.1445663353081972,2,1,1,0.04586393077988248,0,0,0,0
-1.4029850746268657,33,8,0.5255715416535833,2,1,1,-0.9806622909655336,0,1,0,1
-0.007462686567164179,23,10,-0.761480032314815,2,1,1,0.7105199652745796,0,0,0,1
0.2462686567164179,44,2,0.17594989010079884,1,1,0,0.4593445392649955,1,1,0,0
0.06716417910447761,26,8,-0.761480032314815,2,0,0,0.9826786319363335,0,0,0,1
0.5746268656716418,26,4,0.0005449521263160615,2,1,0,-0.6183547453522098,0,1,0,1
0.7835820895522388,51,1,-0.761480032314815,1,1,1,-0.786277284236308,1,0,0,0
0.2835820895522388,43,2,0.5431051177867484,1,0,0,0.19769731279470143,1,1,0,1
-0.40298507462686567,38,0,0.22162653011213032,1,0,0,0.5886784101063018,0,0,0,1
0.2835820895522388,36,10,-0.04260615285108053,1,1,1,0.36174837130891546,0,0,1,0
0.26119402985074625,28,7,0.08553554786334264,1,1,1,-0.7397660569813506,0,0,0,1
0.5373134328358209,33,9,0.17297999502366887,1,1,1,0.9854470097476893,0,1,0,0
-0.746268656716418,33,5,0.34261655676746555,1,0,1,-0.9073678189673824,0,0,0,1
-0.2462686567164179,42,2,-0.761480032314815,1,1,1,0.01173910298084434,1,0,0,0
0.9701492537313433,72,5,0.40321795954129996,1,1,0,-0.9918903971608806,1,1,0,0
0.022388059701492536,38,4,-0.761480032314815,2,0,0,0.10503303882622705,0,0,0,1
0.4626865671641791,37,9,0.4016506346075623,2,0,1,0.5192504381016075,0,0,0,1
-0.3208955223880597,77,1,-0.761480032314815,1,0,1,-0.8282178472551583,0,0,0,1
-0.7014925373134329,40,6,-0.761480032314815,2,1,0,0.7485909790899152,0,0,0,1
-0.44776119402985076,60,9,-0.761480032314815,4,1,1,-0.8800010570594867,1,0,0,1
-0.291044776119403,41,7,-0.761480032314815,2,1,0,-0.40550626352213487,0,0,0,1
0.7388059701492538,34,9,0.08864254274223413,2,1,1,-0.7429511601672543,0,1,0,1
1.4776119402985075,81,5,-0.761480032314815,2,1,1,-0.5627464031708734,0,0,0,1
0.014925373134328358,42,7,0.01617425118438551,1,1,1,-0.33120534892428316,0,0,0,1
0.03731343283582089,41,6,0.11689473806260264,1,1,0,-0.8401294847050989,0,0,1,0
-0.6716417910447762,41,5,0.5346618069095793,2,1,0,-0.14642921620944818,0,0,1,1
-0.47761194029850745,32,1,-0.761480032314815,2,1,1,-0.9292980426231287,0,0,0,1
0.15671641791044777,42,4,-0.761480032314815,2,1,0,0.2159540514536411,0,0,0,0
-0.8059701492537313,40,8,-0.761480032314815,2,1,0,-0.39246092977275376,0,0,0,1
-0.417910447761194,54,1,0.20639756247520444,1,1,1,0.20450884150218832,1,1,0,1
0.26119402985074625,31,3,-0.761480032314815,2,0,0,-0.5281822858428608,0,0,1,1
1.2537313432835822,31,2,-0.023314878916588865,1,1,0,0.03432277235194856,0,0,1,0
1.2537313432835822,49,1,-0.761480032314815,2,1,1,0.19203249034956787,0,0,0,0
0.7985074626865671,45,8,-0.761480032314815,2,1,1,-0.009581380303703745,0,0,0,0
0.11940298507462686,46,2,-0.761480032314815,3,1,0,-0.11328277827757988,1,0,0,0
-0.26865671641791045,44,5,0.03774428050964146,1,0,1,0.7932159650031998,1,0,0,1
0.7313432835820896,42,8,0.4280476737532377,2,1,0,-0.320152165745911,0,1,0,1
0.08208955223880597,33,2,-0.761480032314815,2,1,0,0.5397212081834192,0,0,0,0
0.3880597014925373,31,0,-0.761480032314815,2,1,0,0.842033411465106,0,0,0,1
0.23134328358208955,42,8,-0.761480032314815,2,0,1,0.9954754550660148,0,0,0,0
-0.12686567164179105,41,4,0.049718968909212014,2,1,0,0.9508721185441393,0,0,0,1
-0.835820895522388,41,3,-0.761480032314815,2,1,0,0.21247642738287192,0,0,0,1
0.9776119402985075,38,9,0.1326862066004701,1,1,0,0.53946690406461,0,0,0,1
-0.8731343283582089,49,7,0.14188818860921568,1,1,0,0.11412029464008597,0,0,1,0
0.4253731343283582,39,8,-0.761480032314815,2,1,0,-0.4470124157481027,0,0,0,1
0.2835820895522388,39,6,-0.761480032314815,2,1,0,0.6132872631573733,0,0,0,1
-1.2537313432835822,35,7,0.28728025643773647,1,1,1,-0.7410374759350625,0,0,1,0
-0.44776119402985076,37,9,-0.761480032314815,3,1,1,-0.91005732387858,0,0,1,1
-0.1791044776119403,36,3,-0.761480032314815,2,1,1,-0.9295110807658242,0,0,0,1
1.4776119402985075,38,2,0.04342232755665266,2,0,1,-0.7746931319465611,0,1,0,0
-0.208955223880597,45,5,0.4281962899383472,1,1,0,-0.3191482641545919,0,1,0,0
-0.1417910447761194,25,1,-0.761480032314815,1,1,0,0.00411709424002952,0,0,0,1
1.4402985074626866,41,2,-0.12115548653037538,2,0,0,1.0120061375516445,0,1,0,0
-0.5895522388059702,44,9,-0.761480032314815,2,1,0,0.0704393441606548,0,0,1,1
0.0,74,5,-0.761480032314815,2,1,1,-1.0088490870982714,0,0,0,0
0.1044776119402985,36,6,-0.761480032314815,2,1,0,0.7775379432900291,0,0,1,0
-1.0,45,9,0.06523686458550723,2,1,1,-0.2721483501677256,0,0,0,0
-0.3805970149253731,44,4,-0.761480032314815,2,1,0,-0.42315519297624626,0,0,1,0
-0.5522388059701493,31,5,0.038310698547776106,4,0,0,0.8911041456424692,1,1,0,0
0.4626865671641791,31,4,0.21913029526440037,1,1,1,0.0654866139043217,0,0,0,0
1.0,24,2,0.1796948299429727,2,1,1,0.2566983077265332,0,1,0,1
-0.27611940298507465,64,0,-0.12248449283727962,2,0,1,-0.6535252489203572,0,0,0,1
-0.11194029850746269,43,8,-0.761480032314815,1,1,0,-0.8948108670289042,1,0,1,1
0.2537313432835821,32,6,-0.761480032314815,2,1,1,0.8019355877244395,0,0,0,1
1.4104477611940298,31,3,0.5131693369007484,2,1,1,0.2703698475814238,0,0,0,0
0.6492537313432836,29,1,-0.761480032314815,2,1,1,0.6534545072470195,0,0,0,1
0.11194029850746269,36,8,0.3333860579999536,1,1,0,-0.2065611631516685,0,0,0,1
-0.2835820895522388,41,7,0.6480301030426441,1,0,0,-0.8693050380192026,1,0,1,0
0.6716417910447762,27,0,-0.761480032314815,2,0,1,0.3185514321059712,0,0,0,1
1.335820895522388,32,9,-0.13268033089468043,1,1,0,0.9622683378539991,0,1,0,1
0.5522388059701493,48,4,-0.761480032314815,1,1,0,0.1405294013092038,1,0,0,0
0.6865671641791045,30,1,0.2418172570889214,1,1,0,0.21681474181258517,0,0,1,1
-1.2985074626865671,50,2,-0.761480032314815,1,0,1,-0.06973822912806181,1,0,0,0
1.4776119402985075,45,5,0.6023754773423382,4,1,0,-0.9607512542099744,1,0,1,0
-0.17164179104477612,37,10,0.018392604319630808,3,0,1,-0.7628815085865119,1,0,0,0
0.1791044776119403,40,8,0.13167252983761735,1,1,1,-0.3272357856308771,0,0,0,1
0.7164179104477612,35,5,0.06497739341783061,1,1,1,0.5068121004343729,0,0,1,1
-0.5,44,7,0.5223057460328799,1,1,1,0.1233843029969543,0,1,0,1
0.8656716417910447,26,5,-0.3610212258696515,1,1,1,-0.30226946352071193,1,0,0,0
-0.35074626865671643,36,9,-0.761480032314815,2,0,1,-0.6573312729143371,0,0,1,0
-1.0,28,9,-0.09442008507395247,1,0,0,-0.9898754791547741,0,0,0,0
1.4701492537313432,69,7,-0.19744290850883683,1,1,1,0.3950965653062659,0,0,0,1
0.7388059701492538,37,3,0.020175685169969263,2,1,0,-0.460715260826252,0,0,1,0
1.044776119402985,29,4,0.08150191501003089,1,1,0,-0.8260486392201339,1,1,0,0
-0.1791044776119403,51,9,0.4599132714488331,2,1,1,-0.2951033116835184,0,1,0,0
-0.14925373134328357,27,4,0.7515208676866265,1,1,1,0.5333265064908155,0,0,0,1
0.5373134328358209,33,5,0.04987526268322012,2,1,0,0.21234500642938653,0,1,0,1
-0.07462686567164178,49,4,0.18402765373509994,1,1,0,-0.7666089646013392,1,1,0,1
0.1044776119402985,40,5,-0.761480032314815,2,1,0,0.48466314677715644,0,0,0,1
1.0298507462686568,37,3,-0.761480032314815,3,0,0,-0.013178635049068643,0,0,1,0
-0.4925373134328358,33,9,-0.761480032314815,1,1,0,-0.9474799739953201,0,0,0,1
0.16417910447761194,32,2,-0.761480032314815,2,1,0,0.41047708575814373,0,0,1,1
-0.2835820895522388,43,8,0.3410667022656093,1,1,1,0.6748394305041198,0,1,0,1
0.208955223880597,42,7,0.06678053001059815,1,1,1,-0.09793732374136538,1,1,0,0
0.6940298507462687,36,9,-0.761480032314815,1,1,0,-0.8191066043221789,1,0,0,0
0.8656716417910447,44,6,-0.2866963679677203,1,1,1,0.7912908970534595,0,0,1,0
0.8283582089552238,53,4,-0.761480032314815,1,1,0,-0.23367311273907865,1,0,0,0
-1.037313432835821,40,3,0.34318759702748813,1,1,0,0.04913847746081111,0,0,0,1
0.5970149253731343,33,8,0.111097923415894,1,1,1,-0.5599904254804189,0,0,1,0
-0.5149253731343284,40,3,-0.761480032314815,2,1,0,-0.5332653190089914,0,0,0,1
-0.029850746268656716,35,7,-0.761480032314815,2,1,1,-0.22114451845413682,0,0,1,1
1.4776119402985075,29,10,-0.761480032314815,2,1,1,-0.054671065829777085,0,0,1,0
-1.171641791044776,40,1,0.336867296166282,2,1,0,0.5135527858281866,0,0,0,0
0.15671641791044777,51,8,-0.13815883897307082,2,1,1,0.7318815112545709,0,0,0,1
0.5597014925373134,57,1,0.09778098878570621,1,0,1,-1.010717033179598,0,0,1,0
-0.35074626865671643,57,2,-0.761480032314815,3,1,0,-0.3409135255462183,1,0,1,0
1.1194029850746268,38,7,-0.761480032314815,2,0,1,-0.43125247192471594,0,0,1,1
0.7910447761194029,32,2,-0.10043257729451806,1,1,1,-0.2520424688894815,0,0,0,0
0.8208955223880597,43,5,0.2899161763977756,1,1,1,0.40429572712924133,0,0,1,0
-0.5746268656716418,36,1,-0.761480032314815,1,0,1,-0.05715596874610507,0,0,0,1
-1.492537313432836,52,1,0.0097505379012793,2,0,0,-0.0829378529063609,0,1,0,1
1.3805970149253732,35,0,0.3669500480397705,1,1,0,0.45871711347546307,0,1,0,1
0.6865671641791045,44,5,0.18376183680517025,1,1,0,-0.18196775943155605,0,0,1,1
-0.48507462686567165,33,5,0.022862606256263494,1,1,0,-0.67060600890039,0,0,0,1
0.0,80,4,-0.761480032314815,2,1,1,0.8985936153861108,0,0,0,0
0.4925373134328358,48,9,-0.761480032314815,2,1,1,-0.28549027041538233,0,0,0,1
-0.16417910447761194,40,7,-0.761480032314815,2,1,1,-0.6681911361750531,0,0,0,0
-0.5298507462686567,43,9,-0.15022949723387446,1,0,1,-0.7067154658856284,0,0,1,1
0.3283582089552239,52,6,0.33360314574319994,1,1,0,-0.7394183453944413,1,0,0,1
-1.1492537313432836,29,9,-0.761480032314815,1,1,0,0.9131562360601868,0,0,0,0
0.4925373134328358,28,4,-0.24721240848784093,1,1,0,-0.7260466445285545,0,1,0,1
0.14925373134328357,39,2,-0.761480032314815,2,1,0,-0.1303173935454066,0,0,0,1
-0.8731343283582089,29,2,0.11883654131200896,1,1,0,0.8683829568977643,0,0,0,0
0.29850746268656714,45,6,0.35164532296952844,4,1,0,0.8955726613416449,1,1,0,1
1.044776119402985,36,5,-0.03962881521328353,1,0,1,-0.33262048731204635,0,0,1,1
1.4776119402985075,37,4,0.31341978298433193,1,1,1,-0.7249834866217815,0,0,1,1
0.4253731343283582,32,4,0.3925705539082687,1,0,1,-0.603056147010548,0,0,0,1
-0.6791044776119403,34,4,-0.09445588770789826,2,1,1,-0.7214079829081612,0,0,1,1
-0.8208955223880597,37,8,-0.761480032314815,1,1,1,-1.010171326219611,0,0,1,1
-1.2835820895522387,44,10,0.25390906789056833,1,1,0,-0.9627496048414341,1,1,0,1
-0.8432835820895522,22,0,0.02888802502956643,2,1,1,-0.6242877966420828,0,0,0,0
-0.14925373134328357,41,8,0.2350813479715183,4,1,0,-0.06422698522949942,1,1,0,1
0.04477611940298507,40,5,0.3632563443520835,1,1,1,0.9088048100272257,0,0,0,0
-0.753731343283582,59,2,0.5465952870258775,1,1,0,0.6026239723050416,1,0,0,0
0.34328358208955223,47,6,-0.761480032314815,1,1,0,-0.5079994628308282,1,0,1,0
0.9104477611940298,46,9,-0.761480032314815,2,1,1,-0.6649275666503321,0,0,1,1
0.20149253731343283,30,9,-0.761480032314815,2,1,0,0.5862374158148042,0,0,0,1
0.0,37,4,-0.761480032314815,2,1,0,0.43907938758140597,0,0,0,0
1.171641791044776,43,2,-0.761480032314815,2,1,1,0.3325077681802481,0,0,0,1
-0.5746268656716418,52,8,0.20938422289952124,1,0,0,0.11331621794787919,1,0,1,1
1.2985074626865671,29,4,0.2564904613008781,1,0,1,0.914830252381846,0,0,1,0
0.11940298507462686,32,1,0.2918071352064143,1,0,1,0.11228670299207551,0,0,1,1
-0.014925373134328358,45,9,0.4322064983112437,3,1,0,0.5147198201575908,1,1,0,0
0.6492537313432836,40,1,0.09779579556429645,1,1,1,0.9465498632873965,0,0,1,1
1.1940298507462686,44,4,0.13984657670412692,2,1,0,0.6590816211277734,0,0,0,1
0.746268656716418,41,8,-0.761480032314815,2,1,0,0.40300519979250143,1,0,0,0
-0.7238805970149254,51,5,-0.761480032314815,3,1,0,0.9038770832933656,1,0,0,1
-0.9328358208955224,35,8,-0.761480032314815,1,1,0,-0.021978553635160186,1,0,1,0
-0.8134328358208955,31,2,0.3954406403297164,1,1,1,-0.8490541159825489,0,0,0,0
-0.8059701492537313,33,6,-0.761480032314815,2,1,1,0.2431147884019738,0,0,0,0
-1.0,29,9,0.22533880103011303,2,1,0,0.6109515682532003,1,1,0,1
-0.7835820895522388,51,1,-0.761480032314815,2,1,1,-0.4399553239906383,0,0,0,0
-0.5,30,6,-0.761480032314815,2,1,1,0.3817994684464568,0,0,0,0
-0.4552238805970149,42,9,0.5049411551982289,2,1,1,0.32077745708840344,0,0,0,1
-0.753731343283582,54,5,0.04540353720622243,1,1,0,0.7774087584239193,1,1,0,1
-0.07462686567164178,25,7,-0.761480032314815,2,1,0,0.019208651218775668,0,0,0,1
-0.022388059701492536,47,1,-0.761480032314815,2,1,1,0.4614464613980807,0,0,0,1
0.05970149253731343,40,8,0.5482618722160906,1,1,1,0.8635670345326851,0,0,0,0
-0.917910447761194,61,1,-0.761480032314815,2,1,1,0.9267266437814983,0,0,0,1
0.41044776119402987,40,5,-0.761480032314815,2,1,0,-0.6011120723181149,0,0,0,0
-0.5298507462686567,50,2,0.3653173852576505,2,1,0,0.8235949398867295,1,1,0,1
0.6194029850746269,36,5,-0.761480032314815,2,1,0,0.05039587004825761,0,0,1,1
-0.291044776119403,20,0,0.1579205610844641,1,0,0,0.13582995876832754,1,1,0,0
-1.328358208955224,54,3,-0.761480032314815,1,1,0,0.08350012724099475,1,0,0,1
-0.13432835820895522,43,3,0.9048412995369003,1,1,0,0.15322224637591864,0,1,0,1
0.582089552238806,38,5,0.1697516472345324,1,1,1,0.6415902341933081,0,0,1,1
0.4626865671641791,35,6,0.2262451482338724,2,1,1,-0.4699816069108313,0,1,0,0
0.7761194029850746,40,1,-0.019001484124939814,1,1,0,0.14316767949143253,0,0,0,1
0.29850746268656714,34,7,-0.761480032314815,2,1,0,0.9643706665484251,0,0,0,0
0.6492537313432836,27,8,0.013536529341237693,1,1,1,0.06887215183134923,0,0,1,0
0.2537313432835821,34,9,-0.761480032314815,2,1,0,0.2782494129317762,0,0,1,1
0.5522388059701493,36,2,-0.761480032314815,1,1,0,0.9655677864170651,0,0,1,1
-0.14925373134328357,39,5,0.005137952170814658,2,1,0,-0.0676674089375649,0,0,1,0
0.1044776119402985,36,4,0.17992868303340587,2,1,0,-0.675831135255208,0,0,0,1
0.4626865671641791,51,4,-0.06964411398430523,3,0,0,-0.9587873596521664,1,0,0,0
-0.917910447761194,42,1,0.47240956583704824,1,1,1,-0.18211198706728374,0,0,0,1
0.7089552238805971,34,10,-0.761480032314815,2,1,1,-0.5024500021662096,0,0,0,0
-0.40298507462686567,32,9,0.20948896714806714,2,1,0,1.0031952418093455,0,1,0,1
0.6791044776119403,25,6,-0.761480032314815,2,1,0,0.3003085165326264,0,0,1,1
0.582089552238806,27,7,-0.761480032314815,2,1,0,0.4462576346184951,0,0,0,0
-0.11940298507462686,34,2,-0.44728246256940385,2,0,1,-0.4744749228518092,0,1,0,1
-0.48507462686567165,36,1,-0.20693663889573086,1,1,0,-0.7075599954312669,0,0,0,0
0.04477611940298507,32,8,-0.761480032314815,1,1,1,-0.20107746378396044,0,0,0,1
-1.3059701492537314,31,9,-0.761480032314815,2,0,1,0.8524295915163863,0,0,1,1
-0.6119402985074627,29,4,0.43747755480388295,1,1,1,0.31680941840002624,1,0,0,0
-0.417910447761194,33,1,0.3209253312174524,1,1,0,-0.15023839105382097,0,0,0,0
0.208955223880597,33,1,0.20277875445065122,1,1,0,0.3533736142451981,0,0,0,1
0.373134328358209,26,4,0.2978671814725051,1,0,1,-0.4110973967242082,0,0,1,0
0.1417910447761194,45,2,0.0719053989431877,1,0,1,0.5902325924726947,0,0,0,1
0.26119402985074625,24,3,0.10417023126151242,1,1,0,0.5937980337931247,0,0,0,0
-0.5895522388059702,32,9,0.22032564885027311,2,1,1,0.30533483439168463,0,0,0,0
0.753731343283582,36,7,0.2453729208619205,1,1,1,-0.565385392835449,1,0,0,0
-0.1865671641791045,43,8,-0.20336397474731335,1,0,1,0.2799199734820366,0,0,0,1
0.582089552238806,42,4,-0.761480032314815,2,0,1,-0.14444560342660054,0,0,1,1
1.4776119402985075,40,1,-0.1589130069637298,1,1,0,0.7520320126399922,0,0,0,1
